promotion_id,product_id,discount_percentage,start_date,end_date,promotion_type,is_targetted_promotion,product_scope,status,created_at,updated_at
ebe5b36c-9cb6-4d3c-b224-b9ef8b9e4d3c,e0351723-69c9-41e1-a72c-0ddf3b1cd394,40,2024-11-07 00:00:00+00,2024-11-10 00:00:00+00,weekend_deal,False,all_customers,expired,2024-11-06 00:00:00+00,2024-11-07 00:00:00+00
f0e3c827-b3ca-4d4b-a29b-d598f4fdebdd,0bf78e6d-8855-49a0-94f1-239af300e65e,10,2024-10-23 00:00:00+00,2024-10-26 00:00:00+00,weekend_deal,False,all_customers,expired,2024-10-22 00:00:00+00,2024-10-23 00:00:00+00
3f12e802-62c9-4037-a075-c0b008d2d16d,9d6d4043-738b-4bc3-a976-8a3cf695e55b,25,2024-12-15 00:00:00+00,2024-12-22 00:00:00+00,clearance,True,loyal_customers,active,2024-12-14 00:00:00+00,2024-12-15 00:00:00+00
bf79ff54-5898-4197-aa1c-3e1467bcc53c,2b1ab5f4-3f88-4b4f-8387-b1829bfb0963,10,2025-09-12 00:00:00+00,2025-09-26 00:00:00+00,new_customer,True,loyal_customers,active,2025-09-11 00:00:00+00,2025-09-12 00:00:00+00
5b25f491-ca78-4bb1-a6aa-eb0783004420,6587b2de-4a96-4022-a722-7815e5faccb5,20,2025-09-07 00:00:00+00,2025-10-07 00:00:00+00,seasonal_discount,False,all_customers,active,2025-09-06 00:00:00+00,2025-09-07 00:00:00+00
7a72e564-7e0e-4a69-8e34-f53d2be8fdca,51f302e5-599c-47cd-82f8-7f793a1081fa,5,2024-08-27 00:00:00+00,2024-09-03 00:00:00+00,flash_sale,True,segment_targeted,active,2024-08-26 00:00:00+00,2024-08-27 00:00:00+00
e2ebf530-929f-4e66-bd6c-46dc32fbdae1,fbe96c7d-daed-4b66-b0b8-20af17d547de,40,2024-08-04 00:00:00+00,2024-08-11 00:00:00+00,loyalty_reward,True,loyal_customers,active,2024-08-03 00:00:00+00,2024-08-04 00:00:00+00
228c2090-e5be-44f1-b582-ad5ec70889a8,2a1b70a2-1511-4852-aa36-6063390835a1,20,2024-07-22 00:00:00+00,2024-07-29 00:00:00+00,seasonal_discount,True,all_customers,active,2024-07-21 00:00:00+00,2024-07-22 00:00:00+00
147ae1df-01ee-4d5b-bc57-0d35aa940305,2731a1db-03e2-44bb-9338-7308b6fcb5ee,15,2025-09-14 00:00:00+00,2025-09-28 00:00:00+00,new_customer,False,all_customers,active,2025-09-13 00:00:00+00,2025-09-14 00:00:00+00
412e76a7-8791-4399-af9b-18aa756795fa,4e2690f6-c9fd-4d5c-92a5-959fa68fe92d,15,2025-01-17 00:00:00+00,2025-02-16 00:00:00+00,new_customer,True,all_customers,expired,2025-01-16 00:00:00+00,2025-01-17 00:00:00+00
3eee344c-dcc5-493c-b2ad-155a071fe2e7,f3ac97a0-e39d-4595-a1b4-e4a806c85ab0,5,2024-12-19 00:00:00+00,2025-01-18 00:00:00+00,new_customer,True,all_customers,active,2024-12-18 00:00:00+00,2024-12-19 00:00:00+00
0644a1ec-61ad-4bae-bd85-52b590faddcb,6f0fd214-bba9-4814-aba3-35ab0cec1b77,15,2025-04-12 00:00:00+00,2025-04-19 00:00:00+00,seasonal_discount,True,new_customers,expired,2025-04-11 00:00:00+00,2025-04-12 00:00:00+00
db04b467-202b-4594-bddb-f6300fac9956,b76e4435-a815-4ffd-b25c-7cd87c858e12,15,2025-01-26 00:00:00+00,2025-01-29 00:00:00+00,bundle_deal,True,new_customers,expired,2025-01-25 00:00:00+00,2025-01-26 00:00:00+00
14433157-c63e-4624-bd4d-a61d46e9810b,cd3997cd-aa31-4725-8bac-cd5682f46b4d,5,2024-08-23 00:00:00+00,2024-08-30 00:00:00+00,seasonal_discount,False,all_customers,active,2024-08-22 00:00:00+00,2024-08-23 00:00:00+00
2be6774c-04c7-490c-a658-e9be55401960,2a1b70a2-1511-4852-aa36-6063390835a1,20,2025-04-17 00:00:00+00,2025-04-20 00:00:00+00,flash_sale,True,all_customers,expired,2025-04-16 00:00:00+00,2025-04-17 00:00:00+00
279ba5be-004e-4c9f-91f0-20291b2d3b9b,ba169e42-733d-4dbf-81c9-d40262b29a0d,25,2025-03-01 00:00:00+00,2025-03-31 00:00:00+00,weekend_deal,True,loyal_customers,active,2025-02-28 00:00:00+00,2025-03-01 00:00:00+00
9db9efa2-4d41-4bc2-9f29-099e2252b586,9b50856c-5624-427f-b1b5-09575da2fdf5,25,2025-06-15 00:00:00+00,2025-07-15 00:00:00+00,weekend_deal,False,all_customers,active,2025-06-14 00:00:00+00,2025-06-15 00:00:00+00
5964cae0-f5ee-4c91-b62a-95a75d954c75,cd3997cd-aa31-4725-8bac-cd5682f46b4d,30,2024-09-17 00:00:00+00,2024-10-17 00:00:00+00,clearance,False,all_customers,active,2024-09-16 00:00:00+00,2024-09-17 00:00:00+00
b89b7a4b-49f8-476a-b8e1-efb74709656b,46d9587e-4d79-4ab0-88c1-c6582a7b0440,15,2025-01-15 00:00:00+00,2025-01-29 00:00:00+00,seasonal_discount,False,all_customers,active,2025-01-14 00:00:00+00,2025-01-15 00:00:00+00
088021bf-48b9-4e16-ab3f-2bf6140f2de4,8b4ab317-8626-4c3a-8ae8-c5c1c36c2a92,50,2024-09-12 00:00:00+00,2024-09-15 00:00:00+00,new_customer,False,all_customers,active,2024-09-11 00:00:00+00,2024-09-12 00:00:00+00
ef9229a3-655f-4066-a21a-bd708a0f4397,5313cbbe-e02a-47a4-8bbb-933890d70909,20,2025-09-04 00:00:00+00,2025-09-18 00:00:00+00,category_promotion,True,loyal_customers,active,2025-09-03 00:00:00+00,2025-09-04 00:00:00+00
f4d09762-301a-4666-8329-42d7a4382d52,ae51e0c6-5aaf-4dee-871b-39a37d066861,50,2025-02-13 00:00:00+00,2025-03-15 00:00:00+00,bundle_deal,False,all_customers,active,2025-02-12 00:00:00+00,2025-02-13 00:00:00+00
c725e174-9cf5-4cd2-bc71-8587ce582cdb,de962a4a-3402-4756-b293-931e871f81f2,20,2025-07-06 00:00:00+00,2025-07-13 00:00:00+00,new_customer,False,all_customers,active,2025-07-05 00:00:00+00,2025-07-06 00:00:00+00
cb5c8f64-6e86-4ab0-a12a-f0313cd88b49,9bfed510-2661-496e-84cd-f17e02643398,50,2025-09-21 00:00:00+00,2025-10-05 00:00:00+00,bundle_deal,True,loyal_customers,active,2025-09-20 00:00:00+00,2025-09-21 00:00:00+00
72104074-87cc-4d9c-accd-f41ebe491b2f,1843b1a7-9954-4b7e-bc25-edc5a3573bf2,50,2025-01-18 00:00:00+00,2025-01-25 00:00:00+00,weekend_deal,False,all_customers,active,2025-01-17 00:00:00+00,2025-01-18 00:00:00+00
bf31c0bb-085b-43b1-8db0-387224641ca4,d7ca81b4-b1ee-4b4e-9c0c-90e30eeab2f3,5,2025-08-01 00:00:00+00,2025-08-31 00:00:00+00,bundle_deal,False,all_customers,active,2025-07-31 00:00:00+00,2025-08-01 00:00:00+00
0681bc8b-8a12-490f-ac5a-310375f7da27,e2ca85ff-06b7-4388-94d5-5d60985dccf5,40,2025-06-03 00:00:00+00,2025-07-03 00:00:00+00,weekend_deal,False,all_customers,expired,2025-06-02 00:00:00+00,2025-06-03 00:00:00+00
b93b8495-b628-4111-92c6-543ec9b80d26,6fd8a853-7f6f-4114-880c-1cfb5b1c227a,25,2025-01-14 00:00:00+00,2025-01-21 00:00:00+00,category_promotion,True,segment_targeted,active,2025-01-13 00:00:00+00,2025-01-14 00:00:00+00
d1493990-1b26-49d8-949c-8ebe82304928,bff9eab9-51b7-4ca0-b67d-fb0fc8959aa1,40,2024-10-10 00:00:00+00,2024-10-17 00:00:00+00,new_customer,False,all_customers,active,2024-10-09 00:00:00+00,2024-10-10 00:00:00+00
b9ffb031-410c-4d9b-9d8e-ff1b0e4aa6ed,8ffad414-e4d5-42d9-90b2-7031acb02759,30,2025-07-26 00:00:00+00,2025-08-25 00:00:00+00,flash_sale,True,all_customers,active,2025-07-25 00:00:00+00,2025-07-26 00:00:00+00
b41fa8ba-e49a-483b-853f-be68d0b7f1bc,2eaae655-0703-4deb-8fdf-731c575daf82,5,2024-07-11 00:00:00+00,2024-07-14 00:00:00+00,flash_sale,False,all_customers,active,2024-07-10 00:00:00+00,2024-07-11 00:00:00+00
c2a3149a-d576-4d79-a518-825dfcce3f25,cd3997cd-aa31-4725-8bac-cd5682f46b4d,15,2024-12-30 00:00:00+00,2025-01-06 00:00:00+00,flash_sale,True,new_customers,active,2024-12-29 00:00:00+00,2024-12-30 00:00:00+00
c9708eec-5ee8-486d-b0e1-1ad615e732d7,0d3f298f-44e3-4fe1-850f-e4749126d41d,50,2024-12-09 00:00:00+00,2025-01-08 00:00:00+00,loyalty_reward,False,all_customers,active,2024-12-08 00:00:00+00,2024-12-09 00:00:00+00
453dcea2-7afb-48be-8477-28adceef6e87,eecb7270-a51b-4f52-a99e-8b9f8ac0cf2c,15,2025-08-15 00:00:00+00,2025-08-22 00:00:00+00,flash_sale,False,all_customers,active,2025-08-14 00:00:00+00,2025-08-15 00:00:00+00
db69e39d-3258-425f-a81c-b584ff17c87a,0a8611a7-9c6d-45d0-b49b-bcc165d37fa2,50,2025-01-26 00:00:00+00,2025-02-02 00:00:00+00,new_customer,True,new_customers,active,2025-01-25 00:00:00+00,2025-01-26 00:00:00+00
40141d27-f6fd-46cb-9c57-c89ac71c71c8,c6113e2e-5199-497a-85bd-cd4a4df8be31,10,2024-09-14 00:00:00+00,2024-10-14 00:00:00+00,category_promotion,True,segment_targeted,active,2024-09-13 00:00:00+00,2024-09-14 00:00:00+00
a7fbdb98-a09d-4222-aca4-0682d23aa401,5cf040b0-5d30-4e7e-869e-6c73130bcc01,30,2024-09-26 00:00:00+00,2024-09-29 00:00:00+00,weekend_deal,True,segment_targeted,active,2024-09-25 00:00:00+00,2024-09-26 00:00:00+00
3d12f897-18d5-4672-b814-3042fcbadccd,de8578de-82a7-405c-ae7e-115d8a5f07d0,30,2025-03-09 00:00:00+00,2025-03-23 00:00:00+00,flash_sale,True,new_customers,expired,2025-03-08 00:00:00+00,2025-03-09 00:00:00+00
4e2b6c79-c306-46b5-a7ab-195078254e03,4ef5a2d4-c563-4717-ae74-b71d12b77338,15,2024-12-01 00:00:00+00,2024-12-31 00:00:00+00,new_customer,False,all_customers,active,2024-11-30 00:00:00+00,2024-12-01 00:00:00+00
a6b0d1c8-2213-47a7-8763-2a7bc1ec85aa,1ba12ddc-2311-47e4-b777-66d044edd6a5,30,2024-11-27 00:00:00+00,2024-11-30 00:00:00+00,seasonal_discount,True,loyal_customers,active,2024-11-26 00:00:00+00,2024-11-27 00:00:00+00
212a335e-1327-4bb4-9fe2-28be0b05d83c,0947fd2a-fc3e-4112-b932-d671043651bc,30,2025-01-30 00:00:00+00,2025-02-06 00:00:00+00,clearance,True,segment_targeted,active,2025-01-29 00:00:00+00,2025-01-30 00:00:00+00
3d98fbb0-9495-488f-9d82-6de65dc29041,c56d279a-c95a-4e74-9393-3e70a5f61499,30,2024-07-13 00:00:00+00,2024-08-12 00:00:00+00,new_customer,True,all_customers,active,2024-07-12 00:00:00+00,2024-07-13 00:00:00+00
3e5b413f-44a2-4830-8a21-e67538c25840,54a0a4d0-296c-400d-b56e-4cd970748229,30,2025-02-15 00:00:00+00,2025-03-17 00:00:00+00,weekend_deal,False,all_customers,active,2025-02-14 00:00:00+00,2025-02-15 00:00:00+00
b00b88fe-1415-49a2-8769-221918c70b65,0f2ab930-67b3-4de1-b6a4-4946d3c4f9d5,15,2025-04-09 00:00:00+00,2025-04-12 00:00:00+00,seasonal_discount,True,all_customers,active,2025-04-08 00:00:00+00,2025-04-09 00:00:00+00
05d948c0-86d8-4b17-ae50-20552321a3f9,a1f2d4ec-8197-4816-ac10-61e220912e43,40,2025-02-26 00:00:00+00,2025-03-28 00:00:00+00,clearance,False,all_customers,active,2025-02-25 00:00:00+00,2025-02-26 00:00:00+00
807a7b7e-e2a2-4dc9-9468-71437fa0d819,0f2ab930-67b3-4de1-b6a4-4946d3c4f9d5,40,2025-01-04 00:00:00+00,2025-02-03 00:00:00+00,bundle_deal,True,segment_targeted,active,2025-01-03 00:00:00+00,2025-01-04 00:00:00+00
be62e270-9721-4a7f-b3ab-3d948d57abf5,2576a0c9-8f00-4edf-adb5-33e5ed532014,25,2024-10-07 00:00:00+00,2024-11-06 00:00:00+00,weekend_deal,False,all_customers,active,2024-10-06 00:00:00+00,2024-10-07 00:00:00+00
f4670578-f9f4-40c7-9aa6-1e78f0475142,2eaae655-0703-4deb-8fdf-731c575daf82,10,2025-08-17 00:00:00+00,2025-08-31 00:00:00+00,loyalty_reward,False,all_customers,active,2025-08-16 00:00:00+00,2025-08-17 00:00:00+00
f88c11fa-19f1-4f91-ad80-cc3b7d70d437,51f302e5-599c-47cd-82f8-7f793a1081fa,15,2024-11-02 00:00:00+00,2024-11-05 00:00:00+00,loyalty_reward,False,all_customers,active,2024-11-01 00:00:00+00,2024-11-02 00:00:00+00
888c60cc-6553-4be8-9d60-7f32488c0e3e,9b50856c-5624-427f-b1b5-09575da2fdf5,10,2025-08-03 00:00:00+00,2025-08-06 00:00:00+00,seasonal_discount,False,all_customers,active,2025-08-02 00:00:00+00,2025-08-03 00:00:00+00
f06fb168-f99a-4216-b407-999dc62459bf,2731a1db-03e2-44bb-9338-7308b6fcb5ee,15,2025-09-19 00:00:00+00,2025-09-22 00:00:00+00,bundle_deal,True,loyal_customers,active,2025-09-18 00:00:00+00,2025-09-19 00:00:00+00
bd12d3ff-1843-4ed6-97a4-5e95411fb213,51f302e5-599c-47cd-82f8-7f793a1081fa,5,2025-05-10 00:00:00+00,2025-05-13 00:00:00+00,flash_sale,True,segment_targeted,expired,2025-05-09 00:00:00+00,2025-05-10 00:00:00+00
82496048-8d7e-44e7-b1ca-fc98b6d2baf4,dd8989a4-7785-4439-9f57-64cbf5c1c19e,40,2024-08-16 00:00:00+00,2024-08-19 00:00:00+00,new_customer,True,segment_targeted,expired,2024-08-15 00:00:00+00,2024-08-16 00:00:00+00
24ade9f0-ba0e-43fe-9e82-180db5fc5592,b705721a-c93c-4236-9ad9-c8ea085cbbfa,20,2025-01-15 00:00:00+00,2025-01-29 00:00:00+00,new_customer,False,all_customers,active,2025-01-14 00:00:00+00,2025-01-15 00:00:00+00
12278edf-703a-453d-aa23-ffe731155238,89c7401b-0b17-4ea3-bf32-1c0bcd8ddd55,50,2025-05-06 00:00:00+00,2025-05-13 00:00:00+00,seasonal_discount,False,all_customers,active,2025-05-05 00:00:00+00,2025-05-06 00:00:00+00
3ff0d98d-d0a8-41b9-8b18-097d176868a7,208a46e4-dc11-4cd2-858c-a3b5983b186c,15,2024-07-04 00:00:00+00,2024-07-07 00:00:00+00,loyalty_reward,True,new_customers,active,2024-07-03 00:00:00+00,2024-07-04 00:00:00+00
b57f9d9d-e86a-479b-8165-c634bf2dc18b,5bbd3ba1-e614-4b7a-971f-95ae76e3f823,10,2024-10-05 00:00:00+00,2024-10-08 00:00:00+00,bundle_deal,False,all_customers,active,2024-10-04 00:00:00+00,2024-10-05 00:00:00+00
4cebcf54-ec71-4373-8f91-0839a6cb7309,686ea47a-c8de-4190-abb7-f0432a44fabb,25,2024-09-22 00:00:00+00,2024-10-22 00:00:00+00,new_customer,True,new_customers,active,2024-09-21 00:00:00+00,2024-09-22 00:00:00+00
85b4ee53-cb4b-4b8f-8378-951e28c83242,02030fcf-9374-4776-a587-005496c62a0b,5,2024-12-24 00:00:00+00,2024-12-31 00:00:00+00,clearance,True,new_customers,active,2024-12-23 00:00:00+00,2024-12-24 00:00:00+00
d1f74d7e-1a5a-49fa-8349-63de90fb5be7,b76e4435-a815-4ffd-b25c-7cd87c858e12,50,2024-08-01 00:00:00+00,2024-08-04 00:00:00+00,seasonal_discount,False,all_customers,active,2024-07-31 00:00:00+00,2024-08-01 00:00:00+00
9ae86134-75aa-4342-9c7d-cf437de2ebb2,5ff6e2e2-6187-44ad-9b8a-e1785b49ceaf,50,2025-02-06 00:00:00+00,2025-02-09 00:00:00+00,flash_sale,False,all_customers,active,2025-02-05 00:00:00+00,2025-02-06 00:00:00+00
09ae7857-d847-4930-a3ee-2da3ce5a986b,49e993b0-aab7-4e1b-babf-f27ffa6c0b19,25,2025-01-02 00:00:00+00,2025-01-05 00:00:00+00,weekend_deal,True,new_customers,active,2025-01-01 00:00:00+00,2025-01-02 00:00:00+00
ce7599b8-99f1-422b-9469-3cca9285a9bb,6f97e777-9055-439c-8547-e515fd691645,50,2025-03-03 00:00:00+00,2025-03-17 00:00:00+00,weekend_deal,False,all_customers,active,2025-03-02 00:00:00+00,2025-03-03 00:00:00+00
b0198fbf-0a13-4f74-aa91-82a1d930df28,2c599662-dc77-41f3-abaf-d4bb3bf8ca5c,15,2024-10-06 00:00:00+00,2024-10-13 00:00:00+00,bundle_deal,False,all_customers,active,2024-10-05 00:00:00+00,2024-10-06 00:00:00+00
6cb79a2e-343f-4d44-930e-a42fc382199b,70d37a78-3d84-4c40-a801-a0c449edf4c3,40,2025-02-22 00:00:00+00,2025-03-08 00:00:00+00,weekend_deal,False,all_customers,active,2025-02-21 00:00:00+00,2025-02-22 00:00:00+00
b99095c3-e180-4195-8074-2bdf34eb113c,6c38f5db-9dbb-48e5-82fc-f69268e4b45b,40,2025-07-13 00:00:00+00,2025-08-12 00:00:00+00,bundle_deal,True,segment_targeted,active,2025-07-12 00:00:00+00,2025-07-13 00:00:00+00
6aa93fa2-cdde-4575-a562-c25f8a0e3a6a,fa06e211-9e0a-4628-b579-ec8c755e758f,40,2025-05-20 00:00:00+00,2025-05-27 00:00:00+00,category_promotion,False,all_customers,active,2025-05-19 00:00:00+00,2025-05-20 00:00:00+00
2c8cf45b-37fd-4d03-af62-bb3a7103857a,c6113e2e-5199-497a-85bd-cd4a4df8be31,15,2024-09-27 00:00:00+00,2024-10-04 00:00:00+00,seasonal_discount,False,all_customers,active,2024-09-26 00:00:00+00,2024-09-27 00:00:00+00
97606480-0ca2-4caf-84d8-0a86fc506028,4a0c2c87-4e11-4db4-9751-94435f1029e4,20,2024-11-16 00:00:00+00,2024-11-30 00:00:00+00,category_promotion,False,all_customers,expired,2024-11-15 00:00:00+00,2024-11-16 00:00:00+00
46fdeb36-d7c4-4c2e-85bc-a8e109cf6e38,9834fa25-e85c-4aa1-a8b1-8b2f0493c844,20,2025-09-11 00:00:00+00,2025-09-25 00:00:00+00,weekend_deal,False,all_customers,active,2025-09-10 00:00:00+00,2025-09-11 00:00:00+00
9258a2c4-5c32-4e7b-bb38-97e8ec8b22db,9bfed510-2661-496e-84cd-f17e02643398,50,2025-09-10 00:00:00+00,2025-09-17 00:00:00+00,bundle_deal,True,all_customers,active,2025-09-09 00:00:00+00,2025-09-10 00:00:00+00
4cd7842e-6de2-4076-a7ed-75f250bd9523,cb527825-4e37-40f1-b3ab-6f4664474e83,25,2024-12-13 00:00:00+00,2025-01-12 00:00:00+00,weekend_deal,False,all_customers,active,2024-12-12 00:00:00+00,2024-12-13 00:00:00+00
f5d027c2-03b4-40a8-ab5c-9bc0fedd5a70,53c3dece-8139-495f-83f6-55f6033690ce,25,2025-03-09 00:00:00+00,2025-03-12 00:00:00+00,clearance,True,new_customers,active,2025-03-08 00:00:00+00,2025-03-09 00:00:00+00
e3a58b78-b2a4-4bd6-90af-40aa99907dae,5380bca4-f4ae-418a-99e6-08cf1d02a3d8,15,2025-05-10 00:00:00+00,2025-05-13 00:00:00+00,bundle_deal,True,new_customers,active,2025-05-09 00:00:00+00,2025-05-10 00:00:00+00
7eb78107-d3bb-4fb7-a306-b2908565ca01,8561db18-9ad5-4221-865f-e8f23c6bbafd,50,2024-09-04 00:00:00+00,2024-09-18 00:00:00+00,weekend_deal,False,all_customers,active,2024-09-03 00:00:00+00,2024-09-04 00:00:00+00
2d376cbe-d420-454a-8e1c-ee6ca633ef5a,6f49dd79-79b1-402f-8d7b-b3dcc72e7d36,20,2024-10-16 00:00:00+00,2024-10-30 00:00:00+00,weekend_deal,True,new_customers,active,2024-10-15 00:00:00+00,2024-10-16 00:00:00+00
28b0388c-92e1-4f60-97f0-f35e515eaf50,6587b2de-4a96-4022-a722-7815e5faccb5,20,2024-12-22 00:00:00+00,2025-01-05 00:00:00+00,new_customer,True,new_customers,active,2024-12-21 00:00:00+00,2024-12-22 00:00:00+00
0b76b1eb-db0e-4392-91dd-b6e91a1c2293,19466e5f-ed88-44af-a638-d204c149a5aa,50,2024-10-30 00:00:00+00,2024-11-06 00:00:00+00,bundle_deal,True,all_customers,active,2024-10-29 00:00:00+00,2024-10-30 00:00:00+00
1784a3f8-9099-4369-b116-bd3f31fe2599,36bea09e-5ef3-4072-b7d1-e3b8605f4f83,30,2025-01-13 00:00:00+00,2025-01-20 00:00:00+00,weekend_deal,False,all_customers,active,2025-01-12 00:00:00+00,2025-01-13 00:00:00+00
6878a99d-56ec-4ace-9e2e-50c7a685f2d1,cd3997cd-aa31-4725-8bac-cd5682f46b4d,10,2025-09-30 00:00:00+00,2025-10-14 00:00:00+00,new_customer,False,all_customers,active,2025-09-29 00:00:00+00,2025-09-30 00:00:00+00
dc0695f0-6338-4905-b6b3-2e09986ad857,8651e2ba-cca6-44e7-999d-421ef8a90b23,30,2025-06-30 00:00:00+00,2025-07-07 00:00:00+00,weekend_deal,True,all_customers,active,2025-06-29 00:00:00+00,2025-06-30 00:00:00+00
28d712b4-20ee-4118-a424-34435f3b11e9,fbbe5410-b55a-4a9b-ba50-5c171c3d697e,30,2024-07-02 00:00:00+00,2024-07-16 00:00:00+00,loyalty_reward,True,loyal_customers,active,2024-07-01 00:00:00+00,2024-07-02 00:00:00+00
93747f2d-9843-4ccc-bbdb-85801e6cd9a8,aebb84b5-740a-45c3-9a70-3cb247b7301e,30,2024-12-11 00:00:00+00,2025-01-10 00:00:00+00,new_customer,True,segment_targeted,active,2024-12-10 00:00:00+00,2024-12-11 00:00:00+00
85b86a75-cad2-4077-894e-93e7f5c332bd,5eb0834b-a7e1-45ad-af51-1abff9bde981,25,2025-05-06 00:00:00+00,2025-05-09 00:00:00+00,clearance,True,segment_targeted,active,2025-05-05 00:00:00+00,2025-05-06 00:00:00+00
15aa4a28-7054-42c5-aa53-e1432abf5fe5,e2480524-4bd8-46d8-b4d2-53e1c48ef486,25,2025-02-02 00:00:00+00,2025-02-05 00:00:00+00,loyalty_reward,False,all_customers,active,2025-02-01 00:00:00+00,2025-02-02 00:00:00+00
7687a3be-736b-4011-afde-e4e3067d18b7,9c880dd8-9d81-4429-8512-0c38fa98be51,10,2025-05-30 00:00:00+00,2025-06-29 00:00:00+00,loyalty_reward,False,all_customers,active,2025-05-29 00:00:00+00,2025-05-30 00:00:00+00
70cd3272-3bf9-41c9-b44f-a505c17c389a,cd673263-8152-4483-b555-f6f370a838bc,50,2025-04-11 00:00:00+00,2025-04-18 00:00:00+00,clearance,True,all_customers,active,2025-04-10 00:00:00+00,2025-04-11 00:00:00+00
a3c3849c-db4e-404a-92e2-a15525726e9e,f067a430-add6-4255-95a5-8800ac903f8f,25,2025-06-27 00:00:00+00,2025-07-27 00:00:00+00,loyalty_reward,False,all_customers,active,2025-06-26 00:00:00+00,2025-06-27 00:00:00+00
dcb536d2-7cff-4174-afb4-45cb556595a1,26a77081-a560-47bb-8595-dec46055e614,30,2024-09-02 00:00:00+00,2024-09-05 00:00:00+00,loyalty_reward,True,new_customers,active,2024-09-01 00:00:00+00,2024-09-02 00:00:00+00
8375b041-f1e5-4fe2-8e7a-64b05ecb6541,6bde5aee-c917-46cb-89ba-98785fba3406,40,2025-01-09 00:00:00+00,2025-01-12 00:00:00+00,loyalty_reward,True,loyal_customers,active,2025-01-08 00:00:00+00,2025-01-09 00:00:00+00
c6c3b864-af7d-41d0-8566-df7dd2aa71de,8bc2f094-d85a-414c-8d03-4713a7e73d4a,25,2025-07-25 00:00:00+00,2025-07-28 00:00:00+00,seasonal_discount,False,all_customers,active,2025-07-24 00:00:00+00,2025-07-25 00:00:00+00
b13cd216-4dea-44ea-94d6-cb53c1990a4f,4e2690f6-c9fd-4d5c-92a5-959fa68fe92d,50,2025-07-06 00:00:00+00,2025-07-13 00:00:00+00,flash_sale,False,all_customers,expired,2025-07-05 00:00:00+00,2025-07-06 00:00:00+00
0e50c79e-0171-427d-9dcc-6a5e16ae829f,ce7aa357-1b7a-4278-ab05-18607c5d5933,20,2025-03-25 00:00:00+00,2025-04-01 00:00:00+00,bundle_deal,False,all_customers,active,2025-03-24 00:00:00+00,2025-03-25 00:00:00+00
f1d4510e-a4c2-457d-9eb3-d45c7fab9f60,648af7d2-e260-49a2-8d80-7b61807860be,30,2024-08-11 00:00:00+00,2024-09-10 00:00:00+00,category_promotion,True,loyal_customers,active,2024-08-10 00:00:00+00,2024-08-11 00:00:00+00
