id,sku,name,name_si,description,description_si,category_id,price,stock_quantity,brand,purchase_frequency,image_url,is_active,created_by,created_at,updated_at
b9d15f36-3c61-412a-a164-05fa465cdb77,SKU000011,Unilever Donuts,,Quality Donuts by Unilever,,7a017b58-4696-4590-9b0d-1d990f3e3857,495.6,327,Unilever,high,,True,,2024-06-25 00:00:00+00,2024-05-22 00:00:00+00
4cdfd5f7-db54-439d-b93e-95a58ec213b8,SKU000012,MD Croissants,,Quality Croissants by MD,,7a017b58-4696-4590-9b0d-1d990f3e3857,434.0,397,MD,high,,True,,2024-01-15 00:00:00+00,2024-02-28 00:00:00+00
6b21da50-b054-4429-9538-5adb74cc3b5c,SKU000013,MD White Bread,,Quality White Bread by MD,,7a017b58-4696-4590-9b0d-1d990f3e3857,248.49,33,MD,high,,True,,2024-02-24 00:00:00+00,2024-05-25 00:00:00+00
e4372b6b-e13f-44c1-bc8b-f5ad8875d3b4,SKU000014,Coca-Cola Cakes 1,,Quality Cakes by Coca-Cola,,7a017b58-4696-4590-9b0d-1d990f3e3857,355.28,202,Coca-Cola,high,,True,,2024-06-13 00:00:00+00,2024-04-27 00:00:00+00
50e7ff62-9edb-4df1-9afb-be03e2d9daf7,SKU000015,Unilever Buns,,Quality Buns by Unilever,,7a017b58-4696-4590-9b0d-1d990f3e3857,138.64,381,Unilever,high,,True,,2024-05-23 00:00:00+00,2024-05-17 00:00:00+00
8974d7b2-4a94-4655-8826-62b54817618e,SKU000016,Tiara Pastries,,Quality Pastries by Tiara,,7a017b58-4696-4590-9b0d-1d990f3e3857,457.09,204,Tiara,high,,True,,2024-04-02 00:00:00+00,2024-02-26 00:00:00+00
c87940eb-76c6-403e-8a31-9490f3a351fa,SKU000017,Store Brand Buns,,Quality Buns by Store Brand,,7a017b58-4696-4590-9b0d-1d990f3e3857,287.28,386,Store Brand,high,,True,,2024-01-13 00:00:00+00,2024-01-29 00:00:00+00
7e319944-308c-4da4-b84f-43066007cc0a,SKU000018,Kotmale Cheese,,Quality Cheese by Kotmale,,7f6d2e22-e1b3-4a2b-8774-07782d4b59fa,664.85,216,Kotmale,high,,True,,2024-06-01 00:00:00+00,2024-01-17 00:00:00+00
3ea739f1-efbd-4955-80a4-e82940ba9edb,SKU000019,Raigam Curd,,Quality Curd by Raigam,,7f6d2e22-e1b3-4a2b-8774-07782d4b59fa,537.33,239,Raigam,high,,True,,2024-05-15 00:00:00+00,2024-03-05 00:00:00+00
acb698f6-3a8c-49a7-8d8a-1ae9007f1987,SKU000020,Keells Condensed Milk,,Quality Condensed Milk by Keells,,7f6d2e22-e1b3-4a2b-8774-07782d4b59fa,592.18,58,Keells,high,,True,,2024-06-23 00:00:00+00,2024-05-17 00:00:00+00
feb051ee-d7f9-4a35-ac38-35f82dd7776d,SKU000021,MD Cream,,Quality Cream by MD,,7f6d2e22-e1b3-4a2b-8774-07782d4b59fa,222.51,222,MD,high,,True,,2024-02-10 00:00:00+00,2024-04-26 00:00:00+00
2bb102bc-9a17-4c8e-ba57-42f69867b74c,SKU000022,Unilever Milk,,Quality Milk by Unilever,,7f6d2e22-e1b3-4a2b-8774-07782d4b59fa,781.73,390,Unilever,high,,True,,2024-02-15 00:00:00+00,2024-05-09 00:00:00+00
7215e010-c70a-4ead-bb5d-e094ef530ba0,SKU000023,Prima Yogurt,,Quality Yogurt by Prima,,7f6d2e22-e1b3-4a2b-8774-07782d4b59fa,697.09,259,Prima,high,,True,,2024-06-04 00:00:00+00,2024-02-20 00:00:00+00
0f613e55-81a0-4a0b-954c-bd47e2c6fe74,SKU000024,CBL Cheese,,Quality Cheese by CBL,,7f6d2e22-e1b3-4a2b-8774-07782d4b59fa,645.63,276,CBL,high,,True,,2024-05-15 00:00:00+00,2024-01-01 00:00:00+00
0b198324-c41d-49a3-9657-63d160d1ee58,SKU000025,MD Kefir,,Quality Kefir by MD,,7f6d2e22-e1b3-4a2b-8774-07782d4b59fa,467.59,57,MD,high,,True,,2024-04-02 00:00:00+00,2024-03-19 00:00:00+00
ed4d83e8-c339-4d82-830d-50a94f99e6e5,SKU000026,Anchor Butter,,Quality Butter by Anchor,,7f6d2e22-e1b3-4a2b-8774-07782d4b59fa,306.57,290,Anchor,high,,True,,2024-01-21 00:00:00+00,2024-01-22 00:00:00+00
9d1e6242-c531-443c-8388-02114cd6981b,SKU000027,Maliban Ghee,,Quality Ghee by Maliban,,7f6d2e22-e1b3-4a2b-8774-07782d4b59fa,785.69,272,Maliban,high,,True,,2024-02-02 00:00:00+00,2024-02-02 00:00:00+00
d59eba21-1de4-4ffc-b34d-43eed99d683c,SKU000028,Imported Ghee,,Quality Ghee by Imported,,7f6d2e22-e1b3-4a2b-8774-07782d4b59fa,257.33,270,Imported,high,,True,,2024-06-04 00:00:00+00,2024-04-18 00:00:00+00
0905e19e-8cd7-4657-a575-4cea54bfe9bb,SKU000029,Imported Butter,,Quality Butter by Imported,,7f6d2e22-e1b3-4a2b-8774-07782d4b59fa,640.92,353,Imported,high,,True,,2024-02-21 00:00:00+00,2024-07-01 00:00:00+00
8fd97d52-26c4-4018-acd5-a0663e8ff0a6,SKU000030,Raigam Cream,,Quality Cream by Raigam,,7f6d2e22-e1b3-4a2b-8774-07782d4b59fa,796.85,332,Raigam,high,,True,,2024-04-05 00:00:00+00,2024-04-22 00:00:00+00
3211da68-e910-4a7a-b2de-73422f472d5b,SKU000031,Richlife Condensed Milk,,Quality Condensed Milk by Richlife,,7f6d2e22-e1b3-4a2b-8774-07782d4b59fa,228.65,115,Richlife,high,,True,,2024-01-17 00:00:00+00,2024-03-27 00:00:00+00
cdb3b338-7b10-457b-845a-d8b78ec265bf,SKU000032,Imported Milk,,Quality Milk by Imported,,7f6d2e22-e1b3-4a2b-8774-07782d4b59fa,299.57,112,Imported,high,,True,,2024-01-02 00:00:00+00,2024-01-19 00:00:00+00
f54f3865-31d9-4bcd-b898-e58fdbdb3309,SKU000033,Nestlé Milk,,Quality Milk by Nestlé,,7f6d2e22-e1b3-4a2b-8774-07782d4b59fa,193.81,16,Nestlé,high,,True,,2024-03-25 00:00:00+00,2024-01-19 00:00:00+00
7235b13a-db56-4430-a8ec-687bc6b1274a,SKU000034,Nestlé Condensed Milk,,Quality Condensed Milk by Nestlé,,7f6d2e22-e1b3-4a2b-8774-07782d4b59fa,331.01,248,Nestlé,high,,True,,2024-02-24 00:00:00+00,2024-05-18 00:00:00+00
82c87d1b-2f4e-4782-b867-ea64504eaaaf,SKU000035,Generic Water,,Quality Water by Generic,,db706085-359b-40ca-b298-475bebc22918,367.3,242,Generic,high,,True,,2024-04-14 00:00:00+00,2024-02-18 00:00:00+00
cc7835bc-09d5-42cf-9533-03d33e851041,SKU000036,Munchee Juice,,Quality Juice by Munchee,,db706085-359b-40ca-b298-475bebc22918,824.88,181,Munchee,high,,True,,2024-04-18 00:00:00+00,2024-04-15 00:00:00+00
16675790-5a84-4e88-ad5d-2e2b551cc473,SKU000037,Anchor Coconut Water,,Quality Coconut Water by Anchor,,db706085-359b-40ca-b298-475bebc22918,840.7,330,Anchor,high,,True,,2024-01-26 00:00:00+00,2024-01-16 00:00:00+00
227e37ce-5d76-49bb-9884-cb8078b13f8c,SKU000038,MD Cordials,,Quality Cordials by MD,,db706085-359b-40ca-b298-475bebc22918,980.65,55,MD,high,,True,,2024-03-04 00:00:00+00,2024-02-19 00:00:00+00
453bbb2c-efb0-4eb7-b7f0-183b8b82dadd,SKU000039,Imported Tea,,Quality Tea by Imported,,db706085-359b-40ca-b298-475bebc22918,593.47,216,Imported,high,,True,,2024-02-16 00:00:00+00,2024-03-12 00:00:00+00
3b8977a2-d70c-4b63-860f-6acdece8ec48,SKU000040,Nestlé Coconut Water,,Quality Coconut Water by Nestlé,,db706085-359b-40ca-b298-475bebc22918,1061.93,38,Nestlé,high,,True,,2024-04-23 00:00:00+00,2024-05-20 00:00:00+00
5e5faaa5-3555-42ce-b32b-f8e0d271175a,SKU000041,Anchor Juice,,Quality Juice by Anchor,,db706085-359b-40ca-b298-475bebc22918,817.36,276,Anchor,high,,True,,2024-01-04 00:00:00+00,2024-01-24 00:00:00+00
d929eb0a-c901-4a35-adca-ca0f441ce3b6,SKU000042,Kotmale Tea,,Quality Tea by Kotmale,,db706085-359b-40ca-b298-475bebc22918,547.06,246,Kotmale,high,,True,,2024-02-24 00:00:00+00,2024-04-12 00:00:00+00
2fef07aa-da8e-4ce8-bdae-876b71ebc8b4,SKU000043,Kotmale Soft Drinks,,Quality Soft Drinks by Kotmale,,db706085-359b-40ca-b298-475bebc22918,516.87,199,Kotmale,high,,True,,2024-03-08 00:00:00+00,2024-04-26 00:00:00+00
cfd10df1-3dd1-4345-aa47-ed90e06ea75a,SKU000044,Tiara Coffee,,Quality Coffee by Tiara,,db706085-359b-40ca-b298-475bebc22918,866.25,374,Tiara,high,,True,,2024-05-22 00:00:00+00,2024-06-18 00:00:00+00
a47dedb0-c9a7-44fb-b200-8c52e936ceaf,SKU000045,Elephant House Coconut Water,,Quality Coconut Water by Elephant House,,db706085-359b-40ca-b298-475bebc22918,308.89,111,Elephant House,high,,True,,2024-01-15 00:00:00+00,2024-05-28 00:00:00+00
444c9901-2055-4e60-b2e5-17533b246c71,SKU000046,Anchor Herbal Tea,,Quality Herbal Tea by Anchor,,db706085-359b-40ca-b298-475bebc22918,922.77,29,Anchor,high,,True,,2024-01-13 00:00:00+00,2024-05-29 00:00:00+00
6baaff0e-c66e-4095-953d-77607ea96546,SKU000047,Store Brand Coconut Water,,Quality Coconut Water by Store Brand,,db706085-359b-40ca-b298-475bebc22918,1111.33,271,Store Brand,high,,True,,2024-02-10 00:00:00+00,2024-01-15 00:00:00+00
de7e2f18-22e7-401e-afad-5e610475253d,SKU000048,Maliban Herbal Tea,,Quality Herbal Tea by Maliban,,db706085-359b-40ca-b298-475bebc22918,1036.48,35,Maliban,high,,True,,2024-06-01 00:00:00+00,2024-01-18 00:00:00+00
e033903a-4d83-4803-863b-c790f712fde3,SKU000049,Raigam Tea,,Quality Tea by Raigam,,db706085-359b-40ca-b298-475bebc22918,231.88,455,Raigam,high,,True,,2024-05-25 00:00:00+00,2024-03-04 00:00:00+00
cca5fa95-aee1-451f-85bb-d92eecd18580,SKU000050,Anchor Iced Tea,,Quality Iced Tea by Anchor,,db706085-359b-40ca-b298-475bebc22918,781.32,214,Anchor,high,,True,,2024-06-17 00:00:00+00,2024-05-29 00:00:00+00
08cee657-5eeb-47b6-9586-b730da57410f,SKU000051,Store Brand Iced Tea,,Quality Iced Tea by Store Brand,,db706085-359b-40ca-b298-475bebc22918,448.01,133,Store Brand,high,,True,,2024-02-22 00:00:00+00,2024-06-20 00:00:00+00
b9703b81-5101-49cd-afa8-446c1b959008,SKU000052,Nestlé Pineapples,,Quality Pineapples by Nestlé,,56a8ff94-c304-436e-8f7a-8c5195bf7498,412.49,67,Nestlé,medium,,True,,2024-06-20 00:00:00+00,2024-06-14 00:00:00+00
ff4d5850-698b-4672-b359-6554ff715282,SKU000053,Richlife Mangoes,,Quality Mangoes by Richlife,,56a8ff94-c304-436e-8f7a-8c5195bf7498,452.94,384,Richlife,medium,,True,,2024-01-19 00:00:00+00,2024-01-03 00:00:00+00
db351a36-1b55-49ca-89ee-48d240e8d43d,SKU000054,Munchee Watermelon,,Quality Watermelon by Munchee,,56a8ff94-c304-436e-8f7a-8c5195bf7498,258.61,109,Munchee,medium,,True,,2024-05-09 00:00:00+00,2024-03-08 00:00:00+00
358fdf5e-1159-4a6a-a6dd-5dfaf1d89f85,SKU000055,CBL Oranges,,Quality Oranges by CBL,,56a8ff94-c304-436e-8f7a-8c5195bf7498,904.69,450,CBL,medium,,True,,2024-03-03 00:00:00+00,2024-04-04 00:00:00+00
b801aaee-facf-45a1-a388-07a2210eb983,SKU000056,Kotmale Mangoes,,Quality Mangoes by Kotmale,,56a8ff94-c304-436e-8f7a-8c5195bf7498,550.55,278,Kotmale,medium,,True,,2024-06-29 00:00:00+00,2024-03-18 00:00:00+00
31da6a7b-b41d-4bc6-ad5c-cd00ba5ffb7f,SKU000057,Store Brand Guava,,Quality Guava by Store Brand,,56a8ff94-c304-436e-8f7a-8c5195bf7498,206.26,418,Store Brand,medium,,True,,2024-05-21 00:00:00+00,2024-03-17 00:00:00+00
b54a01d4-46bc-4494-8ddd-c7c9d22b63ec,SKU000058,Elephant House Bananas,,Quality Bananas by Elephant House,,56a8ff94-c304-436e-8f7a-8c5195bf7498,411.57,455,Elephant House,medium,,True,,2024-01-28 00:00:00+00,2024-05-21 00:00:00+00
2b89a3ad-7268-4184-9372-d9406d6f506c,SKU000059,Unilever Oranges,,Quality Oranges by Unilever,,56a8ff94-c304-436e-8f7a-8c5195bf7498,425.41,107,Unilever,medium,,True,,2024-03-28 00:00:00+00,2024-02-22 00:00:00+00
c64f2225-0fd7-488a-acb3-b5e9ce393849,SKU000060,Store Brand Mangoes,,Quality Mangoes by Store Brand,,56a8ff94-c304-436e-8f7a-8c5195bf7498,590.83,463,Store Brand,medium,,True,,2024-01-14 00:00:00+00,2024-01-24 00:00:00+00
edda55bd-41f1-4afb-a86c-51afbc911424,SKU000061,Unilever Papaya,,Quality Papaya by Unilever,,56a8ff94-c304-436e-8f7a-8c5195bf7498,235.27,170,Unilever,medium,,True,,2024-02-03 00:00:00+00,2024-06-12 00:00:00+00
e9625a2f-2774-424e-94e1-93aeca0c811d,SKU000062,Kotmale Mangoes 1,,Quality Mangoes by Kotmale,,56a8ff94-c304-436e-8f7a-8c5195bf7498,792.98,282,Kotmale,medium,,True,,2024-06-29 00:00:00+00,2024-04-19 00:00:00+00
1a7682cf-4b8e-4493-92b3-7c0e8c52c977,SKU000063,Keells Strawberries,,Quality Strawberries by Keells,,56a8ff94-c304-436e-8f7a-8c5195bf7498,289.5,483,Keells,medium,,True,,2024-06-25 00:00:00+00,2024-02-08 00:00:00+00
871266e2-8fd4-445b-9a89-9d429995d881,SKU000064,Anchor Strawberries,,Quality Strawberries by Anchor,,56a8ff94-c304-436e-8f7a-8c5195bf7498,867.68,298,Anchor,medium,,True,,2024-05-21 00:00:00+00,2024-02-07 00:00:00+00
3feb6c56-2b15-4045-9a90-f4b3e24a0752,SKU000065,Elephant House Papaya,,Quality Papaya by Elephant House,,56a8ff94-c304-436e-8f7a-8c5195bf7498,233.46,186,Elephant House,medium,,True,,2024-01-11 00:00:00+00,2024-04-01 00:00:00+00
b93a0fdb-1f28-47c2-a241-5e1a14bca6b2,SKU000066,Nestlé Grapes,,Quality Grapes by Nestlé,,56a8ff94-c304-436e-8f7a-8c5195bf7498,733.55,181,Nestlé,medium,,True,,2024-05-23 00:00:00+00,2024-04-14 00:00:00+00
13a4065a-ebb5-44cb-89bc-964cd6a67996,SKU000067,Elephant House Guava,,Quality Guava by Elephant House,,56a8ff94-c304-436e-8f7a-8c5195bf7498,940.61,121,Elephant House,medium,,True,,2024-02-11 00:00:00+00,2024-02-15 00:00:00+00
2220bf94-968f-4d95-a09b-d6a18b38f7c5,SKU000068,Keells Papaya,,Quality Papaya by Keells,,56a8ff94-c304-436e-8f7a-8c5195bf7498,343.49,473,Keells,medium,,True,,2024-03-26 00:00:00+00,2024-04-15 00:00:00+00
a917c301-5154-4f3b-8aff-16f9645c5b7c,SKU000069,Unilever Carrots,,Quality Carrots by Unilever,,028cc8c1-1a51-44d1-b4dd-5dc11dcb3e73,253.48,359,Unilever,high,,True,,2024-01-28 00:00:00+00,2024-04-07 00:00:00+00
ee51ddd2-f3f3-40b3-9588-67dd484a78aa,SKU000070,Generic Tomatoes,,Quality Tomatoes by Generic,,028cc8c1-1a51-44d1-b4dd-5dc11dcb3e73,294.58,418,Generic,high,,True,,2024-04-27 00:00:00+00,2024-03-30 00:00:00+00
1b85605c-5917-49a1-9bb0-540a30bce6bb,SKU000071,Nestlé Cabbage,,Quality Cabbage by Nestlé,,028cc8c1-1a51-44d1-b4dd-5dc11dcb3e73,294.9,337,Nestlé,high,,True,,2024-02-19 00:00:00+00,2024-04-12 00:00:00+00
60319056-e8b1-4ab1-ad5c-4951ea83aefd,SKU000072,Unilever Beans,,Quality Beans by Unilever,,028cc8c1-1a51-44d1-b4dd-5dc11dcb3e73,711.83,495,Unilever,high,,True,,2024-03-12 00:00:00+00,2024-03-30 00:00:00+00
ced4a8a6-8280-413f-ac8d-372589d38d0f,SKU000073,Raigam Okra,,Quality Okra by Raigam,,028cc8c1-1a51-44d1-b4dd-5dc11dcb3e73,591.69,431,Raigam,high,,True,,2024-05-17 00:00:00+00,2024-03-25 00:00:00+00
2fb0738c-b69e-41a9-ba32-af97d1f92e78,SKU000074,Munchee Tomatoes,,Quality Tomatoes by Munchee,,028cc8c1-1a51-44d1-b4dd-5dc11dcb3e73,720.07,133,Munchee,high,,True,,2024-02-15 00:00:00+00,2024-05-28 00:00:00+00
9be74d8d-ab6e-4b7c-ae1a-be69869fac82,SKU000075,Anchor Cabbage,,Quality Cabbage by Anchor,,028cc8c1-1a51-44d1-b4dd-5dc11dcb3e73,220.46,222,Anchor,high,,True,,2024-03-29 00:00:00+00,2024-03-21 00:00:00+00
696b5b30-2ae1-46cd-ae82-010a44a6144f,SKU000076,Store Brand Leeks,,Quality Leeks by Store Brand,,028cc8c1-1a51-44d1-b4dd-5dc11dcb3e73,225.17,460,Store Brand,high,,True,,2024-05-27 00:00:00+00,2024-02-18 00:00:00+00
a17e64ad-52b9-4d77-a45a-d7b8ef3fe610,SKU000077,Anchor Cabbage 1,,Quality Cabbage by Anchor,,028cc8c1-1a51-44d1-b4dd-5dc11dcb3e73,610.71,0,Anchor,high,,True,,2024-05-13 00:00:00+00,2024-05-17 00:00:00+00
af9fc826-be3e-44fa-9c97-3c3caea46564,SKU000078,CBL Carrots,,Quality Carrots by CBL,,028cc8c1-1a51-44d1-b4dd-5dc11dcb3e73,430.34,485,CBL,high,,True,,2024-06-19 00:00:00+00,2024-03-25 00:00:00+00
07b57e7f-431a-4685-b95b-6b36dea80670,SKU000079,MD Pumpkin,,Quality Pumpkin by MD,,028cc8c1-1a51-44d1-b4dd-5dc11dcb3e73,581.2,63,MD,high,,True,,2024-03-17 00:00:00+00,2024-05-09 00:00:00+00
2a343fbf-2570-4571-af4d-a077f8cb0445,SKU000080,Tiara Cabbage,,Quality Cabbage by Tiara,,028cc8c1-1a51-44d1-b4dd-5dc11dcb3e73,362.02,356,Tiara,high,,True,,2024-03-16 00:00:00+00,2024-05-21 00:00:00+00
871a017e-af36-49c6-abd0-0d56222d91c9,SKU000081,Coca-Cola Potatoes,,Quality Potatoes by Coca-Cola,,028cc8c1-1a51-44d1-b4dd-5dc11dcb3e73,423.29,481,Coca-Cola,high,,True,,2024-04-07 00:00:00+00,2024-06-22 00:00:00+00
15a25a65-591b-4c56-b048-0b971a2d12c2,SKU000082,Prima Potatoes,,Quality Potatoes by Prima,,028cc8c1-1a51-44d1-b4dd-5dc11dcb3e73,413.95,426,Prima,high,,True,,2024-01-01 00:00:00+00,2024-03-18 00:00:00+00
7d24bb47-a745-42d9-86dd-a23835f4707a,SKU000083,Coca-Cola Cabbage,,Quality Cabbage by Coca-Cola,,028cc8c1-1a51-44d1-b4dd-5dc11dcb3e73,429.43,296,Coca-Cola,high,,True,,2024-06-04 00:00:00+00,2024-06-16 00:00:00+00
6dfc028b-39da-4dfe-a5e8-5636aed07ac0,SKU000084,Richlife Beans,,Quality Beans by Richlife,,028cc8c1-1a51-44d1-b4dd-5dc11dcb3e73,437.16,345,Richlife,high,,True,,2024-02-24 00:00:00+00,2024-05-10 00:00:00+00
748d2f4e-8f95-4acc-a23b-1f66cc96408e,SKU000085,Kotmale Brinjal,,Quality Brinjal by Kotmale,,028cc8c1-1a51-44d1-b4dd-5dc11dcb3e73,578.25,145,Kotmale,high,,True,,2024-05-11 00:00:00+00,2024-06-18 00:00:00+00
0c64cb15-7924-49e8-b7e9-d9a818060312,SKU000086,MD Crab,,Quality Crab by MD,,e3855653-54b6-4f86-8c6c-f605bcd8d5fa,733.47,487,MD,medium,,True,,2024-03-01 00:00:00+00,2024-06-21 00:00:00+00
8e626ae4-3649-4198-9f9a-018bfbcaabe0,SKU000087,Nestlé Prawns,,Quality Prawns by Nestlé,,e3855653-54b6-4f86-8c6c-f605bcd8d5fa,2516.41,75,Nestlé,medium,,True,,2024-01-07 00:00:00+00,2024-01-12 00:00:00+00
0407be98-24e1-47c7-b280-84ec419a1ee3,SKU000088,Generic Fish,,Quality Fish by Generic,,e3855653-54b6-4f86-8c6c-f605bcd8d5fa,2028.18,393,Generic,medium,,True,,2024-01-19 00:00:00+00,2024-04-26 00:00:00+00
f048da9a-842f-4df0-b299-5a28e3567804,SKU000089,Coca-Cola Sausages,,Quality Sausages by Coca-Cola,,e3855653-54b6-4f86-8c6c-f605bcd8d5fa,2295.86,196,Coca-Cola,medium,,True,,2024-05-06 00:00:00+00,2024-04-12 00:00:00+00
9691b48b-6eb8-49b2-bf04-16dd8b6ba2c4,SKU000090,Elephant House Fish,,Quality Fish by Elephant House,,e3855653-54b6-4f86-8c6c-f605bcd8d5fa,2140.15,2,Elephant House,medium,,True,,2024-01-28 00:00:00+00,2024-04-18 00:00:00+00
038b92ea-8205-4fb6-91c8-e7cc43aa6cd5,SKU000091,Kotmale Fish,,Quality Fish by Kotmale,,e3855653-54b6-4f86-8c6c-f605bcd8d5fa,2510.27,356,Kotmale,medium,,True,,2024-05-12 00:00:00+00,2024-04-28 00:00:00+00
edcffa97-5deb-45d9-8fa2-00defac540a6,SKU000092,Imported Chicken,,Quality Chicken by Imported,,e3855653-54b6-4f86-8c6c-f605bcd8d5fa,1123.0,434,Imported,medium,,True,,2024-02-01 00:00:00+00,2024-04-26 00:00:00+00
c053e6e5-d8fc-4c46-ba43-0579600877b4,SKU000093,Richlife Pork,,Quality Pork by Richlife,,e3855653-54b6-4f86-8c6c-f605bcd8d5fa,2168.94,286,Richlife,medium,,True,,2024-06-01 00:00:00+00,2024-03-22 00:00:00+00
8c0df102-98dc-4687-9a30-14f7bcbd0528,SKU000094,Store Brand Tuna,,Quality Tuna by Store Brand,,e3855653-54b6-4f86-8c6c-f605bcd8d5fa,1566.85,464,Store Brand,medium,,True,,2024-05-20 00:00:00+00,2024-04-24 00:00:00+00
181266f9-1b92-45d9-91e6-111fa9cfc0e6,SKU000095,Generic Pork,,Quality Pork by Generic,,e3855653-54b6-4f86-8c6c-f605bcd8d5fa,1625.17,384,Generic,medium,,True,,2024-03-04 00:00:00+00,2024-06-12 00:00:00+00
142575f0-48dd-4cd7-8b84-0c2777ccd00e,SKU000096,Store Brand Prawns,,Quality Prawns by Store Brand,,e3855653-54b6-4f86-8c6c-f605bcd8d5fa,1711.49,122,Store Brand,medium,,True,,2024-03-11 00:00:00+00,2024-04-22 00:00:00+00
df167083-b06c-4c26-8eed-356b9e4bb750,SKU000097,Prima Beef,,Quality Beef by Prima,,e3855653-54b6-4f86-8c6c-f605bcd8d5fa,1086.23,171,Prima,medium,,True,,2024-03-22 00:00:00+00,2024-05-18 00:00:00+00
073facbf-6cca-4dd6-b3f1-d41dd365588a,SKU000098,Elephant House Beef,,Quality Beef by Elephant House,,e3855653-54b6-4f86-8c6c-f605bcd8d5fa,877.08,196,Elephant House,medium,,True,,2024-06-26 00:00:00+00,2024-02-09 00:00:00+00
88754df7-9845-49b2-8b62-f4833e515b2b,SKU000099,Maliban Fish,,Quality Fish by Maliban,,e3855653-54b6-4f86-8c6c-f605bcd8d5fa,1537.17,169,Maliban,medium,,True,,2024-05-18 00:00:00+00,2024-04-29 00:00:00+00
e8beb763-554d-45b6-bd7f-b5ee991209da,SKU000100,Anchor Sausages,,Quality Sausages by Anchor,,e3855653-54b6-4f86-8c6c-f605bcd8d5fa,1017.09,215,Anchor,medium,,True,,2024-04-09 00:00:00+00,2024-05-29 00:00:00+00
de4263d1-4202-4481-8ca9-b3e0b0894831,SKU000101,Raigam Chicken,,Quality Chicken by Raigam,,e3855653-54b6-4f86-8c6c-f605bcd8d5fa,1692.45,482,Raigam,medium,,True,,2024-03-31 00:00:00+00,2024-03-17 00:00:00+00
71476c54-07e5-469d-8d42-4c84c41afe9f,SKU000102,Tiara Sausages,,Quality Sausages by Tiara,,e3855653-54b6-4f86-8c6c-f605bcd8d5fa,1845.55,376,Tiara,medium,,True,,2024-05-19 00:00:00+00,2024-06-03 00:00:00+00
0d06a340-6cf3-419b-af21-6be32e0ed921,SKU000103,Generic Nuts,,Quality Nuts by Generic,,c45b4de6-23cd-4a7b-b72a-a8e9323c231a,253.6,223,Generic,medium,,True,,2024-05-04 00:00:00+00,2024-01-08 00:00:00+00
dccb4d27-7a5a-47cc-a751-6cbbd9671d18,SKU000104,MD Candy,,Quality Candy by MD,,c45b4de6-23cd-4a7b-b72a-a8e9323c231a,568.21,408,MD,medium,,True,,2024-04-13 00:00:00+00,2024-02-12 00:00:00+00
