id,order_number,user_id,status,subtotal,discount,tax,total,shipping_address,billing_address,notes,created_at,updated_at
add07f71-463f-4d36-8b99-570d2877aba1,ORD00000019,e38e2f19-aa1c-4c4e-b8e5-6dd0cde0caf0,delivered,466.92,0.0,23.35,490.27,"Trincomalee, Sri Lanka","Trincomalee, Sri Lanka",,2025-05-04 00:00:00+00,2025-05-04 00:00:00+00
50b136f3-b61f-4536-ba63-53fefae98b91,ORD00000020,e38e2f19-aa1c-4c4e-b8e5-6dd0cde0caf0,delivered,21934.12,0.0,1096.71,23030.83,"Trincomalee, Sri Lanka","Trincomalee, Sri Lanka",,2025-02-14 00:00:00+00,2025-02-14 00:00:00+00
c5a0ffd0-423d-4795-9872-27655ebe1f22,ORD00000021,e38e2f19-aa1c-4c4e-b8e5-6dd0cde0caf0,delivered,1716.84,0.0,85.84,1802.68,"Trincomalee, Sri Lanka","Trincomalee, Sri Lanka",,2025-09-20 00:00:00+00,2025-09-20 00:00:00+00
ae608680-a5b8-4e11-8b78-9d64862e0e41,ORD00000022,e38e2f19-aa1c-4c4e-b8e5-6dd0cde0caf0,shipped,22488.11,0.0,1124.41,23612.52,"Trincomalee, Sri Lanka","Trincomalee, Sri Lanka",,2024-08-01 00:00:00+00,2024-08-01 00:00:00+00
1069af74-ccd0-4c6b-b15c-c8de00f7fdd8,ORD00000023,e38e2f19-aa1c-4c4e-b8e5-6dd0cde0caf0,confirmed,9238.88,0.0,461.94,9700.82,"Trincomalee, Sri Lanka","Trincomalee, Sri Lanka",,2024-09-23 00:00:00+00,2024-09-23 00:00:00+00
2b564563-b8ee-4b67-b660-789950cb0233,ORD00000024,e38e2f19-aa1c-4c4e-b8e5-6dd0cde0caf0,delivered,8134.73,0.0,406.74,8541.47,"Trincomalee, Sri Lanka","Trincomalee, Sri Lanka",,2025-07-11 00:00:00+00,2025-07-11 00:00:00+00
5e859bb5-80c1-4477-988a-4ab8b95e9490,ORD00000025,e38e2f19-aa1c-4c4e-b8e5-6dd0cde0caf0,delivered,5146.16,0.0,257.31,5403.47,"Trincomalee, Sri Lanka","Trincomalee, Sri Lanka",,2024-08-10 00:00:00+00,2024-08-10 00:00:00+00
6a6ff5d3-709a-4522-b231-d3c51ff28062,ORD00000026,e38e2f19-aa1c-4c4e-b8e5-6dd0cde0caf0,confirmed,41989.59,0.0,2099.48,44089.07,"Trincomalee, Sri Lanka","Trincomalee, Sri Lanka",,2025-11-15 00:00:00+00,2025-11-15 00:00:00+00
d9af9b77-4cef-4573-a2ed-8d506ed5ccce,ORD00000027,e38e2f19-aa1c-4c4e-b8e5-6dd0cde0caf0,confirmed,8189.13,0.0,409.46,8598.59,"Trincomalee, Sri Lanka","Trincomalee, Sri Lanka",,2025-10-16 00:00:00+00,2025-10-16 00:00:00+00
644c7250-f295-4f98-9d34-705184a78922,ORD00000028,e38e2f19-aa1c-4c4e-b8e5-6dd0cde0caf0,shipped,24066.15,0.0,1203.31,25269.46,"Trincomalee, Sri Lanka","Trincomalee, Sri Lanka",,2024-09-14 00:00:00+00,2024-09-14 00:00:00+00
c3e722b9-f266-4122-8e08-b4dfa02ecbe4,ORD00000029,e38e2f19-aa1c-4c4e-b8e5-6dd0cde0caf0,delivered,14864.55,0.0,743.23,15607.78,"Trincomalee, Sri Lanka","Trincomalee, Sri Lanka",,2025-11-22 00:00:00+00,2025-11-22 00:00:00+00
d021c705-7d5c-4a28-bfd4-938bf56776a1,ORD00000030,ac0ca28c-5019-4bd9-bb17-c370881f27da,pending,11026.47,0.0,551.32,11577.79,"Negombo, Sri Lanka","Negombo, Sri Lanka",,2024-11-29 00:00:00+00,2024-11-29 00:00:00+00
f0bafc25-e838-4ab5-95e0-44a99564e68c,ORD00000031,ac0ca28c-5019-4bd9-bb17-c370881f27da,confirmed,19815.4,0.0,990.77,20806.17,"Negombo, Sri Lanka","Negombo, Sri Lanka",,2024-07-03 00:00:00+00,2024-07-03 00:00:00+00
5f147f69-3206-4e3d-a31d-e33b35a11e77,ORD00000032,ac0ca28c-5019-4bd9-bb17-c370881f27da,delivered,30843.61,0.0,1542.18,32385.79,"Negombo, Sri Lanka","Negombo, Sri Lanka",,2025-01-18 00:00:00+00,2025-01-18 00:00:00+00
8c0c2b70-6fa5-4cbd-8ee5-987b64799a62,ORD00000033,ac0ca28c-5019-4bd9-bb17-c370881f27da,shipped,15240.46,0.0,762.02,16002.48,"Negombo, Sri Lanka","Negombo, Sri Lanka",,2025-03-29 00:00:00+00,2025-03-29 00:00:00+00
478ad121-3352-45c1-a84c-ec8763df52ba,ORD00000034,ac0ca28c-5019-4bd9-bb17-c370881f27da,pending,18047.97,0.0,902.4,18950.37,"Negombo, Sri Lanka","Negombo, Sri Lanka",,2025-08-31 00:00:00+00,2025-08-31 00:00:00+00
cd065ee8-3657-42f7-b38c-ff6f89dfe5ab,ORD00000035,ac0ca28c-5019-4bd9-bb17-c370881f27da,pending,24322.19,0.0,1216.11,25538.3,"Negombo, Sri Lanka","Negombo, Sri Lanka",,2025-01-22 00:00:00+00,2025-01-22 00:00:00+00
fd3c0cb5-fbf1-424a-9756-2cb946397c4e,ORD00000036,ac0ca28c-5019-4bd9-bb17-c370881f27da,delivered,2917.32,0.0,145.87,3063.19,"Negombo, Sri Lanka","Negombo, Sri Lanka",,2024-11-02 00:00:00+00,2024-11-02 00:00:00+00
027e9bb3-ced0-4c66-9154-4d9d648f7429,ORD00000037,ac0ca28c-5019-4bd9-bb17-c370881f27da,shipped,22576.4,173.7,1128.82,23531.52,"Negombo, Sri Lanka","Negombo, Sri Lanka",,2025-10-06 00:00:00+00,2025-10-06 00:00:00+00
24987c73-560d-468f-a85b-371f802ae9a9,ORD00000038,ac0ca28c-5019-4bd9-bb17-c370881f27da,confirmed,32395.03,0.0,1619.75,34014.78,"Negombo, Sri Lanka","Negombo, Sri Lanka",,2025-09-16 00:00:00+00,2025-09-16 00:00:00+00
9b29a17e-7a85-44a2-a2da-9e36cf025988,ORD00000039,ac0ca28c-5019-4bd9-bb17-c370881f27da,delivered,30327.23,0.0,1516.36,31843.59,"Negombo, Sri Lanka","Negombo, Sri Lanka",,2025-07-17 00:00:00+00,2025-07-17 00:00:00+00
405f37e6-bab4-475c-ae77-1dbb547e7e40,ORD00000040,ac0ca28c-5019-4bd9-bb17-c370881f27da,delivered,1635.93,0.0,81.8,1717.73,"Negombo, Sri Lanka","Negombo, Sri Lanka",,2025-05-04 00:00:00+00,2025-05-04 00:00:00+00
603ae6af-7f80-47ec-8853-97d3e1e83309,ORD00000041,ac0ca28c-5019-4bd9-bb17-c370881f27da,cancelled,30388.52,0.0,1519.43,31907.95,"Negombo, Sri Lanka","Negombo, Sri Lanka",,2025-07-24 00:00:00+00,2025-07-24 00:00:00+00
96a3d293-c0fc-417e-b280-1e5b21e6854b,ORD00000042,465f3fc6-64dc-45b7-acca-513de4c701bf,processing,10670.53,0.0,533.53,11204.06,"Gampaha, Sri Lanka","Gampaha, Sri Lanka",,2024-09-19 00:00:00+00,2024-09-19 00:00:00+00
3a6884df-c668-4000-8702-457707a1ea99,ORD00000043,465f3fc6-64dc-45b7-acca-513de4c701bf,confirmed,13495.07,0.0,674.75,14169.82,"Gampaha, Sri Lanka","Gampaha, Sri Lanka",,2025-05-01 00:00:00+00,2025-05-01 00:00:00+00
da0d5c38-6310-4cc9-b23e-90d724374e87,ORD00000044,465f3fc6-64dc-45b7-acca-513de4c701bf,confirmed,5331.02,0.0,266.55,5597.57,"Gampaha, Sri Lanka","Gampaha, Sri Lanka",,2024-07-05 00:00:00+00,2024-07-05 00:00:00+00
e5c864f7-0af4-48f6-83f4-f006bff76dfc,ORD00000045,465f3fc6-64dc-45b7-acca-513de4c701bf,shipped,24615.51,0.0,1230.78,25846.29,"Gampaha, Sri Lanka","Gampaha, Sri Lanka",,2024-10-18 00:00:00+00,2024-10-18 00:00:00+00
61d806f4-32dc-4408-a24b-6ad3dbcff1d9,ORD00000046,465f3fc6-64dc-45b7-acca-513de4c701bf,delivered,23264.8,0.0,1163.24,24428.04,"Gampaha, Sri Lanka","Gampaha, Sri Lanka",,2025-12-18 00:00:00+00,2025-12-18 00:00:00+00
bb414210-8abe-4820-a3a9-6facbd6c7c89,ORD00000047,9683caf5-b799-4f94-babe-d47097139318,cancelled,4318.09,0.0,215.9,4533.99,"Kandy, Sri Lanka","Kandy, Sri Lanka",,2025-08-19 00:00:00+00,2025-08-19 00:00:00+00
d46e7cd6-f9d7-4518-8ad7-76fbe7cd37c1,ORD00000048,9683caf5-b799-4f94-babe-d47097139318,pending,9859.45,0.0,492.97,10352.42,"Kandy, Sri Lanka","Kandy, Sri Lanka",,2025-11-22 00:00:00+00,2025-11-22 00:00:00+00
c891b173-82cd-4f6d-a68a-1e631f718a31,ORD00000049,9683caf5-b799-4f94-babe-d47097139318,delivered,7178.72,0.0,358.94,7537.66,"Kandy, Sri Lanka","Kandy, Sri Lanka",,2025-03-13 00:00:00+00,2025-03-13 00:00:00+00
4d348319-d033-439d-8dfe-57f8895b7963,ORD00000050,9683caf5-b799-4f94-babe-d47097139318,delivered,20537.77,0.0,1026.89,21564.66,"Kandy, Sri Lanka","Kandy, Sri Lanka",,2024-10-22 00:00:00+00,2024-10-22 00:00:00+00
8a6a83c6-49ca-43d1-a8a7-2e8f0e74af14,ORD00000051,9683caf5-b799-4f94-babe-d47097139318,delivered,9317.65,0.0,465.88,9783.53,"Kandy, Sri Lanka","Kandy, Sri Lanka",,2024-07-04 00:00:00+00,2024-07-04 00:00:00+00
fd707a68-5301-4dc6-8f24-de0cebc3a61b,ORD00000052,9683caf5-b799-4f94-babe-d47097139318,processing,7176.98,0.0,358.85,7535.83,"Kandy, Sri Lanka","Kandy, Sri Lanka",,2025-04-13 00:00:00+00,2025-04-13 00:00:00+00
7fad6bf1-c904-4f70-8f51-6075c63b3137,ORD00000053,9683caf5-b799-4f94-babe-d47097139318,cancelled,29145.15,0.0,1457.26,30602.41,"Kandy, Sri Lanka","Kandy, Sri Lanka",,2025-11-01 00:00:00+00,2025-11-01 00:00:00+00
71b9f9b9-80bd-4c49-936d-3523e04bb3ad,ORD00000054,9683caf5-b799-4f94-babe-d47097139318,delivered,29118.26,0.0,1455.91,30574.17,"Kandy, Sri Lanka","Kandy, Sri Lanka",,2025-12-25 00:00:00+00,2025-12-25 00:00:00+00
5c017669-e1c2-4486-ba82-e10e845eb111,ORD00000055,9683caf5-b799-4f94-babe-d47097139318,delivered,11052.01,0.0,552.6,11604.61,"Kandy, Sri Lanka","Kandy, Sri Lanka",,2024-08-16 00:00:00+00,2024-08-16 00:00:00+00
9a4a6c77-bd50-45ac-b091-080a1297565f,ORD00000056,9683caf5-b799-4f94-babe-d47097139318,processing,25829.87,0.0,1291.49,27121.36,"Kandy, Sri Lanka","Kandy, Sri Lanka",,2024-08-14 00:00:00+00,2024-08-14 00:00:00+00
a7a70269-f11a-4a16-8110-1255cdf98840,ORD00000057,9683caf5-b799-4f94-babe-d47097139318,delivered,23345.35,0.0,1167.27,24512.62,"Kandy, Sri Lanka","Kandy, Sri Lanka",,2024-12-19 00:00:00+00,2024-12-19 00:00:00+00
32ec1764-45a7-431b-a601-53a6233db903,ORD00000058,9683caf5-b799-4f94-babe-d47097139318,cancelled,6019.59,0.0,300.98,6320.57,"Kandy, Sri Lanka","Kandy, Sri Lanka",,2024-10-08 00:00:00+00,2024-10-08 00:00:00+00
41e1a00e-ce4f-436c-925e-21fd2ab2cda3,ORD00000059,9683caf5-b799-4f94-babe-d47097139318,delivered,4065.69,426.06,203.28,3842.91,"Kandy, Sri Lanka","Kandy, Sri Lanka",,2024-12-24 00:00:00+00,2024-12-24 00:00:00+00
b80c45d9-2108-44e2-a8dd-23b38cded791,ORD00000060,9683caf5-b799-4f94-babe-d47097139318,pending,12419.36,0.0,620.97,13040.33,"Kandy, Sri Lanka","Kandy, Sri Lanka",,2024-11-15 00:00:00+00,2024-11-15 00:00:00+00
8450c79f-7887-4475-a283-083c4b4bd3a8,ORD00000061,9683caf5-b799-4f94-babe-d47097139318,delivered,4334.43,0.0,216.72,4551.15,"Kandy, Sri Lanka","Kandy, Sri Lanka",,2024-12-10 00:00:00+00,2024-12-10 00:00:00+00
965ea75a-8ff8-4061-b19e-b3e90b9a0740,ORD00000062,f470de49-930a-4dac-848d-437fab90fb29,processing,13571.1,0.0,678.55,14249.65,"Kilinochchi, Sri Lanka","Kilinochchi, Sri Lanka",,2024-09-13 00:00:00+00,2024-09-13 00:00:00+00
302c426d-a097-49cc-a2b3-d2add247bc91,ORD00000063,f470de49-930a-4dac-848d-437fab90fb29,delivered,23806.45,0.0,1190.32,24996.77,"Kilinochchi, Sri Lanka","Kilinochchi, Sri Lanka",,2025-06-03 00:00:00+00,2025-06-03 00:00:00+00
a0c3a645-a2b2-47d0-b85c-28ed90b268b8,ORD00000064,f470de49-930a-4dac-848d-437fab90fb29,delivered,8053.37,0.0,402.67,8456.04,"Kilinochchi, Sri Lanka","Kilinochchi, Sri Lanka",,2024-11-07 00:00:00+00,2024-11-07 00:00:00+00
1c1184ef-c400-4c32-8574-edb5d8e1f795,ORD00000065,f470de49-930a-4dac-848d-437fab90fb29,delivered,23346.13,0.0,1167.31,24513.44,"Kilinochchi, Sri Lanka","Kilinochchi, Sri Lanka",,2025-08-09 00:00:00+00,2025-08-09 00:00:00+00
bcad06d6-98e9-48a3-bbc2-89672a99d5a0,ORD00000066,f470de49-930a-4dac-848d-437fab90fb29,shipped,13306.26,0.0,665.31,13971.57,"Kilinochchi, Sri Lanka","Kilinochchi, Sri Lanka",,2024-10-04 00:00:00+00,2024-10-04 00:00:00+00
619b80c9-a9ac-45fa-ac70-5ab4ae4e6394,ORD00000067,f470de49-930a-4dac-848d-437fab90fb29,delivered,9645.04,36.42,482.25,10090.87,"Kilinochchi, Sri Lanka","Kilinochchi, Sri Lanka",,2024-12-16 00:00:00+00,2024-12-16 00:00:00+00
6a13ed26-20e3-4397-bb42-ff95e89a2f33,ORD00000068,f470de49-930a-4dac-848d-437fab90fb29,confirmed,34769.65,0.0,1738.48,36508.13,"Kilinochchi, Sri Lanka","Kilinochchi, Sri Lanka",,2025-07-16 00:00:00+00,2025-07-16 00:00:00+00
f8746278-0dd4-4e0f-ad29-fccc5612967b,ORD00000069,f470de49-930a-4dac-848d-437fab90fb29,shipped,10032.28,0.0,501.61,10533.89,"Kilinochchi, Sri Lanka","Kilinochchi, Sri Lanka",,2025-11-01 00:00:00+00,2025-11-01 00:00:00+00
6cc88538-901c-400d-9001-5471b9da6cea,ORD00000070,7ff3528e-fe50-4461-836a-625ecac99241,shipped,33141.84,0.0,1657.09,34798.93,"Ratnapura, Sri Lanka","Ratnapura, Sri Lanka",,2024-08-13 00:00:00+00,2024-08-13 00:00:00+00
c82dab38-d4a7-48a0-9819-c582ac38f207,ORD00000071,7ff3528e-fe50-4461-836a-625ecac99241,delivered,15345.09,0.0,767.25,16112.34,"Ratnapura, Sri Lanka","Ratnapura, Sri Lanka",,2024-12-22 00:00:00+00,2024-12-22 00:00:00+00
7e78b6db-d84a-4f8c-bfca-fddbfaeed342,ORD00000072,7ff3528e-fe50-4461-836a-625ecac99241,delivered,21637.63,0.0,1081.88,22719.51,"Ratnapura, Sri Lanka","Ratnapura, Sri Lanka",,2025-10-15 00:00:00+00,2025-10-15 00:00:00+00
be951daa-3458-48be-8e29-2841060a15ac,ORD00000073,7ff3528e-fe50-4461-836a-625ecac99241,cancelled,16646.86,0.0,832.34,17479.2,"Ratnapura, Sri Lanka","Ratnapura, Sri Lanka",,2025-03-22 00:00:00+00,2025-03-22 00:00:00+00
e8fa09a5-5727-4502-b98f-fdb4ec643f3f,ORD00000074,7ff3528e-fe50-4461-836a-625ecac99241,processing,19163.63,0.0,958.18,20121.81,"Ratnapura, Sri Lanka","Ratnapura, Sri Lanka",,2025-04-01 00:00:00+00,2025-04-01 00:00:00+00
e22c25f2-8169-4996-9528-c0a5b5e92163,ORD00000075,7ff3528e-fe50-4461-836a-625ecac99241,delivered,31209.99,0.0,1560.5,32770.49,"Ratnapura, Sri Lanka","Ratnapura, Sri Lanka",,2024-11-11 00:00:00+00,2024-11-11 00:00:00+00
e72f9449-a1eb-40e4-bb76-0b6b21a295b2,ORD00000076,7ff3528e-fe50-4461-836a-625ecac99241,shipped,18764.28,130.69,938.21,19571.8,"Ratnapura, Sri Lanka","Ratnapura, Sri Lanka",,2025-07-22 00:00:00+00,2025-07-22 00:00:00+00
3cc94dac-0957-45a2-8049-7e45a09418de,ORD00000077,7ff3528e-fe50-4461-836a-625ecac99241,delivered,18927.42,0.0,946.37,19873.79,"Ratnapura, Sri Lanka","Ratnapura, Sri Lanka",,2024-09-02 00:00:00+00,2024-09-02 00:00:00+00
6508981a-8a26-4a4f-acaa-e55c5619283e,ORD00000078,7ff3528e-fe50-4461-836a-625ecac99241,delivered,20296.54,0.0,1014.83,21311.37,"Ratnapura, Sri Lanka","Ratnapura, Sri Lanka",,2025-02-13 00:00:00+00,2025-02-13 00:00:00+00
b449124c-e540-4b14-88c6-6be5ffc6c3e1,ORD00000079,7ff3528e-fe50-4461-836a-625ecac99241,delivered,28253.41,0.0,1412.67,29666.08,"Ratnapura, Sri Lanka","Ratnapura, Sri Lanka",,2025-11-30 00:00:00+00,2025-11-30 00:00:00+00
cfcdfd94-2a96-41de-a2af-a82ad70bdda2,ORD00000080,7ff3528e-fe50-4461-836a-625ecac99241,shipped,14384.07,0.0,719.2,15103.27,"Ratnapura, Sri Lanka","Ratnapura, Sri Lanka",,2025-11-22 00:00:00+00,2025-11-22 00:00:00+00
504a32aa-db6a-46de-a054-825c33b148a9,ORD00000081,7ff3528e-fe50-4461-836a-625ecac99241,delivered,5737.56,0.0,286.88,6024.44,"Ratnapura, Sri Lanka","Ratnapura, Sri Lanka",,2024-11-04 00:00:00+00,2024-11-04 00:00:00+00
ce0dd38d-6c3c-4957-bcac-b4cd8ad325ab,ORD00000082,7ff3528e-fe50-4461-836a-625ecac99241,processing,3413.01,0.0,170.65,3583.66,"Ratnapura, Sri Lanka","Ratnapura, Sri Lanka",,2025-02-17 00:00:00+00,2025-02-17 00:00:00+00
e7947984-1d85-43ab-a829-dbaaf8be5369,ORD00000083,f909316f-8c0e-4610-8bc1-46387d1b3151,delivered,27673.26,52.98,1383.66,29003.94,"Ratnapura, Sri Lanka","Ratnapura, Sri Lanka",,2024-07-28 00:00:00+00,2024-07-28 00:00:00+00
9e42ddce-b0aa-409c-9bd7-2912a1e241c6,ORD00000084,f909316f-8c0e-4610-8bc1-46387d1b3151,delivered,35380.38,0.0,1769.02,37149.4,"Ratnapura, Sri Lanka","Ratnapura, Sri Lanka",,2024-11-09 00:00:00+00,2024-11-09 00:00:00+00
5b460c33-9b06-4ee9-ab99-963a8982a7a2,ORD00000085,f909316f-8c0e-4610-8bc1-46387d1b3151,delivered,19012.86,0.0,950.64,19963.5,"Ratnapura, Sri Lanka","Ratnapura, Sri Lanka",,2025-01-04 00:00:00+00,2025-01-04 00:00:00+00
16aaec2d-391c-44d7-90d6-66fe4bceecce,ORD00000086,f909316f-8c0e-4610-8bc1-46387d1b3151,processing,25069.62,0.0,1253.48,26323.1,"Ratnapura, Sri Lanka","Ratnapura, Sri Lanka",,2025-05-02 00:00:00+00,2025-05-02 00:00:00+00
3f71f74c-f5a2-4b14-8cdb-b4c8b3743da4,ORD00000087,f909316f-8c0e-4610-8bc1-46387d1b3151,delivered,27042.98,0.0,1352.15,28395.13,"Ratnapura, Sri Lanka","Ratnapura, Sri Lanka",,2024-07-19 00:00:00+00,2024-07-19 00:00:00+00
92519eca-3d4f-429a-ae0b-2259eded52e7,ORD00000088,f909316f-8c0e-4610-8bc1-46387d1b3151,delivered,31892.99,0.0,1594.65,33487.64,"Ratnapura, Sri Lanka","Ratnapura, Sri Lanka",,2025-09-04 00:00:00+00,2025-09-04 00:00:00+00
3ebd051a-4932-402d-9430-0fb67415fda5,ORD00000089,f909316f-8c0e-4610-8bc1-46387d1b3151,shipped,33699.62,0.0,1684.98,35384.6,"Ratnapura, Sri Lanka","Ratnapura, Sri Lanka",,2024-10-14 00:00:00+00,2024-10-14 00:00:00+00
b13a0ca4-0a22-4a69-bd74-358188369d6b,ORD00000090,f909316f-8c0e-4610-8bc1-46387d1b3151,cancelled,24837.08,0.0,1241.85,26078.93,"Ratnapura, Sri Lanka","Ratnapura, Sri Lanka",,2024-07-24 00:00:00+00,2024-07-24 00:00:00+00
7c0d58d4-7d1e-4516-a883-b9cfeee9adcb,ORD00000091,f909316f-8c0e-4610-8bc1-46387d1b3151,cancelled,20720.3,0.0,1036.02,21756.32,"Ratnapura, Sri Lanka","Ratnapura, Sri Lanka",,2024-10-29 00:00:00+00,2024-10-29 00:00:00+00
892ed1a8-50ed-412d-a597-f7f0f8420cd7,ORD00000092,f909316f-8c0e-4610-8bc1-46387d1b3151,shipped,38223.34,0.0,1911.17,40134.51,"Ratnapura, Sri Lanka","Ratnapura, Sri Lanka",,2025-07-23 00:00:00+00,2025-07-23 00:00:00+00
30b7bc70-f24a-4640-87d1-b87c4f8fb82b,ORD00000093,f909316f-8c0e-4610-8bc1-46387d1b3151,delivered,11696.95,0.0,584.85,12281.8,"Ratnapura, Sri Lanka","Ratnapura, Sri Lanka",,2025-05-15 00:00:00+00,2025-05-15 00:00:00+00
b406f07d-3ac3-43f4-88d4-310cc43527b0,ORD00000094,f909316f-8c0e-4610-8bc1-46387d1b3151,delivered,3508.32,0.0,175.42,3683.74,"Ratnapura, Sri Lanka","Ratnapura, Sri Lanka",,2025-12-09 00:00:00+00,2025-12-09 00:00:00+00
836b11c0-250b-471a-98c9-a6d3e44f5578,ORD00000095,b98d141d-fe8b-47e1-8f67-3dcd8c4cf7b0,confirmed,2064.01,0.0,103.2,2167.21,"Negombo, Sri Lanka","Negombo, Sri Lanka",,2024-08-26 00:00:00+00,2024-08-26 00:00:00+00
0ed60c85-2a86-41f2-84aa-fe6ea5586a5a,ORD00000096,b98d141d-fe8b-47e1-8f67-3dcd8c4cf7b0,delivered,1240.96,0.0,62.05,1303.01,"Negombo, Sri Lanka","Negombo, Sri Lanka",,2025-01-14 00:00:00+00,2025-01-14 00:00:00+00
c11dca73-bb5b-4fce-87f6-1ac9440a7599,ORD00000097,b98d141d-fe8b-47e1-8f67-3dcd8c4cf7b0,delivered,4724.57,0.0,236.23,4960.8,"Negombo, Sri Lanka","Negombo, Sri Lanka",,2025-07-20 00:00:00+00,2025-07-20 00:00:00+00
